case_id,source_type,domain,source_name,source_url,accessed_at,original_text,surrounding_context,collection_notes,duplicate_group,expected_class,expected_range,label_confidence,label_reason,label_frozen_at,authoring_phase,actual_status,actual_status_label,actual_score,actual_grade,primary_skill_id,matched_skill_ids,actual_reason,actual_rewrite,range_pass,class_pass,verdict,failure_type,repeat_consistent,frozen_cases_sha256,evaluator_process
FB039,public_ad,education,광주엔젤간호학원,https://www.kjangel.co.kr/,2026-07-18T17:40:00+09:00,자격취득 국가시험 100% 전원 합격,학원 메인 화면 합격 성과 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,합격과 100% 전원 표현이 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,86,높음,risk_v03_education_outcome_promise,risk_v03_education_outcome_promise|risk_education_000001,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 합격·진학·취업 결과와 전원·보장·약속·반드시 같은 미래 확정 신호가 결합합니다.,"결과 보장 대신 준비 과정, 지원 범위와 개인별 학습 목표를 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB040,public_ad,education,광주엔젤간호학원,https://www.kjangel.co.kr/,2026-07-18T17:40:00+09:00,11개월의 투자로 평생 보장 전문직 자격 취득,학원 메인 화면 자격 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-100,medium,자격 취득을 평생 보장으로 표현하지만 승인 규칙의 결과 대상과 정확히 맞지 않는다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_v03_finance_return_recovery,risk_v03_finance_return_recovery,투자·수익·원금·손실 대상과 보장·회수·환불 표현이 결합합니다.,예상 수익의 산정 근거와 함께 원금 손실 가능성 및 주요 위험을 안내합니다.,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB041,public_ad,education,중국어학원 수강후기,https://m.chinasisa.com/review/lecture_view?n=7776&offset=26180,2026-07-18T17:40:00+09:00,합격은 정말 보장 되어있는 거라 생각합니다,공개 수강후기의 합격 평가,공개 후기 원문 전사,,risky,80-100,high,합격과 보장 표현이 직접 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,86,높음,risk_v03_education_outcome_promise,risk_v03_education_outcome_promise|risk_education_000001,합격·진학·취업 결과와 전원·보장·약속·반드시 같은 미래 확정 신호가 결합합니다.,"결과 보장 대신 준비 과정, 지원 범위와 개인별 학습 목표를 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB042,public_ad,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,무조건 승소하는 변호사,보도자료 제목에 제시된 부당기대유발 광고,정부 자료에 인용된 실제 광고 문구 전사,,risky,80-100,high,승소와 무조건 표현이 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_v03_legal_outcome_promise,risk_v03_legal_outcome_promise,"조건 안내에 포함된 주장으로, 적용 근거를 함께 확인해야 합니다. 법률·행정 결과와 확정·보장·약속 표현이 결합합니다.","사건별 사실관계와 절차에 따라 결과가 달라질 수 있으며, 가능한 대응 범위를 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB043,public_ad,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,고객 선호 브랜드지수 3년 연속 1위,징계 결정 사례의 홈페이지 광고,정부 자료에 인용된 실제 광고 문구 전사,,risky,45-69,medium,객관적 근거가 확인되지 않은 1위 광고다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB044,public_ad,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,"승소 가능성 90% 이상이고, 손해배상 부분은 99% 승소예상된다",단체 채팅방에서 사용한 수임 유인 문구,정부 자료에 인용된 실제 권유 문구 전사,,risky,45-69,medium,구체적 승소 가능성을 장담하지만 ‘승소율’ 또는 보장 표면어는 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB045,public_ad,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,전관예우변호사 C법인,법무법인 광고에 사용된 연고관계 표현,정부 자료에 인용된 실제 광고 문구 전사,,risky,45-69,medium,전관 영향력을 암시하는 권위 광고다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB046,public_ad,legal,법무부 변호사 광고 징계 보도자료,https://www.moj.go.kr/bbs/moj/182/496925/download.do,2026-07-18T17:40:00+09:00,"선임 전 무료 사건 분석, 형량 예측 서비스 제공",법무법인 광고에 사용된 서비스 표현,정부 자료에 인용된 실제 광고 문구 전사,,boundary,0-69,medium,결과 예측 서비스 소개지만 승소·무죄·감형 보장은 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB047,public_ad,legal,법률 소비자 보호 안내,https://law-min.com/lawyer-ad-consumer-protection/,2026-07-18T17:40:00+09:00,승소 보장,소비자에게 경계할 광고 문구 예시로 제시,안내 페이지가 예시로 인용한 실제 유형 문구 전사,,risky,80-100,high,승소와 보장 표현이 직접 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_v03_legal_outcome_promise,risk_v03_legal_outcome_promise,법률·행정 결과와 확정·보장·약속 표현이 결합합니다.,"사건별 사실관계와 절차에 따라 결과가 달라질 수 있으며, 가능한 대응 범위를 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB048,public_ad,legal,법률 소비자 보호 안내,https://law-min.com/lawyer-ad-consumer-protection/,2026-07-18T17:40:00+09:00,업계 1위,소비자에게 경계할 광고 문구 예시로 제시,안내 페이지가 예시로 인용한 실제 유형 문구 전사,,boundary,0-69,medium,분야·비교 기준이 생략된 최상급 표현이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB049,public_ad,legal,법률 소비자 보호 안내,https://law-min.com/lawyer-ad-consumer-protection/,2026-07-18T17:40:00+09:00,단기간 해결,소비자에게 경계할 광고 문구 예시로 제시,안내 페이지가 예시로 인용한 실제 유형 문구 전사,,boundary,0-69,medium,구체적 법률 결과가 생략된 속도 표현이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB050,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,문자 메시지를 몰래 전달하는 방법,페이지 제목,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,메시지와 몰래 전달 행위가 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,86,높음,risk_v03_privacy_covert_surveillance,risk_v03_privacy_covert_surveillance,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 개인정보 자산과 감청·추적·몰래 열람 같은 침해 행위가 결합합니다.,명시적 동의를 받은 정보만 정해진 권한과 보관 기간 안에서 처리합니다.,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB051,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,숨겨진 모드로 작동하기 때문에 상대방은 사용자가 이 앱을 사용하고 있다는 사실을 절대 알 수 없습니다.,제품 작동 방식 소개,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,앱 작동 사실을 상대가 알 수 없도록 숨긴다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB052,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,mSpy를 사용하면 제어판을 통해 상대방의 문자 메시지를 읽을 수 있습니다.,제품 기능 소개,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,medium,상대방 메시지 열람이지만 몰래·모르게 신호가 같은 문장에 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB053,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,mSpy를 사용하면 메시지 앱에서 상대방의 모든 대화에 액세스할 수 있습니다.,제품 기능 소개,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,medium,상대방 대화 접근이지만 은폐 신호가 같은 문장에 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB054,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,비밀을 유지하려면 상대방 모르게 알림을 삭제할 수 있는 충분한 시간을 확보하세요.,iMessage 접근 흔적을 숨기는 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,알림을 상대방 모르게 삭제하도록 안내한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB055,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,어디서든 mSpy로 상대방의 메시지를 읽을 수 있습니다.,메시징 앱 모니터링 홍보,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,medium,메시지 열람 기능이지만 동의·은폐 맥락이 생략됐다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB056,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,mSpy를 사용하면 통화 모니터링 및 GPS 추적과 같은 추가 기능을 사용할 수 있습니다. 그리고 상대방은 절대 알 수 없습니다.,추가 감시 기능 소개,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,통화·GPS 추적과 상대방 비인지가 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB057,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,기기에서 앱 아이콘을 숨기는 옵션을 선택할 수 있습니다.,공개 댓글에 대한 제품 측 답변,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,앱 아이콘을 숨기는 은폐 설치 기능이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB058,public_ad,privacy,mSpy 문자 모니터링 홍보,https://www.mspy.com/blog/ko/secret-sms-forwarding/,2026-07-18T17:40:00+09:00,이 앱은 작동 중인 앱 목록에서도 표시되지 않습니다.,공개 댓글에 대한 제품 측 답변,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,앱 작동 사실이 목록에 표시되지 않도록 한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB059,public_ad,privacy,스파이앱 사건 보도,https://v.daum.net/v/a2aLZmL9yO,2026-07-18T17:40:00+09:00,상대방 몰래 앱 설치 증거수집,사건에서 사용된 서비스 광고 문구를 보도가 인용,보도문에 인용된 실제 광고 문구 전사,,risky,80-100,high,상대방 몰래 앱을 설치한다고 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,84,높음,risk_v03_privacy_stealth_install,risk_v03_privacy_stealth_install,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 앱 설치·작동과 피감시자·비동의·은밀성·감시 목적·설치 은폐·원격 감시 신호가 결합합니다.,"앱의 작동 상태, 권한과 수집 범위를 사용자에게 명확히 표시합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB060,public_ad,privacy,페이스북 메시지 열람 안내,https://metier7.blogspot.com/,2026-07-18T17:40:00+09:00,페이스북메신저 채팅을 상대방 모르게 보는 방법,공개 블로그 안내 제목,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,상대방 모르게 대화를 보는 방법을 안내한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB061,public_ad,general,프라임에셋 SP파트너스,https://www.primeasp.com/primedb/,2026-07-18T17:40:00+09:00,부업 설계사 평균 월 240만원,보험설계사 모집 페이지의 평균 수입 지표,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,부업·월 금액 조합으로 소득 입증 검토가 필요하다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,review,추가 검토,60,유의,risk_v03_income_guarantee,risk_v03_income_guarantee,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 성과형 소득 대상과 예상·평균·실적·금액 표현이 결합합니다.,"소득 산정 조건, 실제 실적의 변동 범위와 지급 기준을 구체적으로 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB062,public_ad,general,프라임에셋 SP파트너스,https://www.primeasp.com/primedb/,2026-07-18T17:40:00+09:00,"첫 달에 110만원, 5개월차 지금은 부수입이 본업 월급의 70% 수준이에요.",모집 페이지에 실린 활동자 후기,공개 페이지의 표시 문구를 원문 그대로 전사,,boundary,0-69,medium,개인 후기의 과거 실적이며 보편적 보장이 아니다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB063,public_ad,general,부업샘,https://xn--or3b64dcxf.com/,2026-07-18T17:40:00+09:00,최고의 안전과 수익만을 보장합니다.,재택 부업 연결 서비스의 메인 홍보 문구,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,80-100,high,수익과 보장 표현이 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_v03_finance_return_recovery,risk_v03_finance_return_recovery,투자·수익·원금·손실 대상과 보장·회수·환불 표현이 결합합니다.,예상 수익의 산정 근거와 함께 원금 손실 가능성 및 주요 위험을 안내합니다.,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB064,public_ad,general,부업샘,https://xn--or3b64dcxf.com/,2026-07-18T17:40:00+09:00,데이터 입력 부업을 시작한 지 한 달 만에 월 150만원의 추가 수입이 생겼습니다.,서비스 페이지에 실린 이용 후기,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,부업·월 수입이 결합해 소득 입증 검토 대상이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,review,추가 검토,60,유의,risk_v03_income_guarantee,risk_v03_income_guarantee,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 성과형 소득 대상과 예상·평균·실적·금액 표현이 결합합니다.,"소득 산정 조건, 실제 실적의 변동 범위와 지급 기준을 구체적으로 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB065,public_ad,general,부업샘,https://xn--or3b64dcxf.com/,2026-07-18T17:40:00+09:00,퇴근 후 2-3시간만 투자해도 월 100만원 이상 벌 수 있어서 너무 좋아요.,서비스 페이지에 실린 이용 후기,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,월 금액과 이상 표현이 결합한 소득 주장이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,85,높음,risk_finance_000001,risk_finance_000001,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 수익·원금 표현과 보장·확정 표현이 결합합니다.,수익 가능성과 위험 요인을 함께 안내합니다.,FAIL,PASS,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB066,public_ad,general,스마트스토어 파트너스,https://smartstoreinc.net/alba,2026-07-18T17:40:00+09:00,월 100~400만원도 가능해요!,해외구매 부업 파트너 모집 문구,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,medium,월 수입 범위 주장이나 보장·최소 표현은 없다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB067,public_ad,general,화물차 일자리 직거래,https://cargoda.m-bia.com/2026/06/job-direct-1782693788564.html,2026-07-18T17:40:00+09:00,운행 시 월 예상 수입은 600만원 완제 수준입니다.,화물차 일자리 매물의 수입 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,수입과 월 금액이 결합해 산정 조건 검토가 필요하다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,review,추가 검토,60,유의,risk_v03_income_guarantee,risk_v03_income_guarantee,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 성과형 소득 대상과 예상·평균·실적·금액 표현이 결합합니다.,"소득 산정 조건, 실제 실적의 변동 범위와 지급 기준을 구체적으로 안내합니다.",PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB068,public_ad,general,KARAKU 타임세일,https://karaku.co.kr/collections/72-hours,2026-07-18T17:40:00+09:00,72시간 한정 타임세일을 진행하고 있습니다. 지금 구매하기,온라인 스토어의 한정 세일 화면,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,한정과 구매 행동이 같은 판촉 문맥에 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB069,public_ad,general,KARAKU 타임세일,https://karaku.co.kr/collections/72-hours,2026-07-18T17:40:00+09:00,재고가 얼마 남지 않아 빨리 구입하세요!,온라인 스토어의 재고 압박 문구,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,medium,재고 희소성과 신속 구매 압박이 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,review,추가 검토,55,유의,risk_v03_general_urgency,risk_v03_general_urgency,사실 설명 형식이므로 객관적 근거와 적용 범위를 확인해야 합니다. 희소성·긴급성 표현과 구매·신청 행동이 결합합니다.,신청 가능 기간과 수량 제한의 실제 조건을 구체적으로 안내합니다.,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB070,public_ad,general,라이프해킹스쿨 커머스 캠프,https://lifehacking.co.kr/commercecamp/start,2026-07-18T17:40:00+09:00,"선착순 한정 이벤트, 지금 신청 시에만",커머스 강의 판매 페이지의 이벤트 문구,공개 페이지의 표시 문구를 원문 그대로 전사,,risky,45-69,high,선착순·한정과 즉시 신청이 결합한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,review,추가 검토,55,유의,risk_v03_general_urgency,risk_v03_general_urgency,희소성·긴급성 표현과 구매·신청 행동이 결합합니다.,신청 가능 기간과 수량 제한의 실제 조건을 구체적으로 안내합니다.,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB071,public_safe,health,한국소비자원 헤나 안전주의보,https://www.kca.go.kr/home/sub.do?menukey=4006&mode=view&no=1002743983&page=3,2026-07-18T17:40:00+09:00,‘부작용이 전혀 없다’ 등의 표현은 금지함.,화장품 표시·광고 가이드라인의 금지 표현 설명,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,위험 표현의 사용을 명시적으로 금지하는 교육 문맥이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB072,public_safe,health,국가암정보센터 건강기능식품 안내,https://www.cancer.go.kr/lay1/bbs/S1T610C611/A/31/view.do?article_seq=14944,2026-07-18T17:40:00+09:00,건강기능식품은 질병의 치료를 목적으로 하는 의약품이 아닙니다.,건강기능식품과 의약품을 구분하는 공공 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,치료 효능을 부정하는 면책·교육 문장이다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB073,public_safe,health,강남 울쎄라 안전 가이드,https://blog.shinyuskin.com/gangnam-ultherapy-prime-price-safety-guide-2026,2026-07-18T17:40:00+09:00,개인의 피부 상태와 조건에 따라 결과는 달라질 수 있습니다.,시술 결과 개인차 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,결과 개인차를 명시한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB074,public_safe,health,장애인 건강 주치의 상담 매뉴얼,https://www.cbrh.or.kr/include/download.jsp?af=1664937679891_653.pdf&path=%2Fupload%2Ffaq%2F&vf=%EC%9E%A5%EC%95%A0%EC%9D%B8%EA%B1%B4%EA%B0%95%EC%A3%BC%EC%B9%98%EC%9D%98%EC%83%81%EB%8B%B4%EB%A7%A4%EB%89%B4%EC%96%BC%28%EB%A7%8C%EC%84%B1%EC%A7%88%ED%99%98%EB%B0%8F%EC%98%88%EB%B0%A9%29.pdf,2026-07-18T17:40:00+09:00,"환자에게 맞는 운동의 종류, 강도 및 지속시간을 정합니다.",개별화된 비만 상담 목표,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,보장 대신 개인별 평가·계획을 안내한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,no_match,규칙 미일치,0,미탐지,,,,,PASS,PASS,PASS,,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
FB075,public_safe,finance,국무조정실 불법사금융 피해예방,https://www.opm.go.kr/opm/news/press-release.do?articleNo=156117&attachNo=140907&mode=download,2026-07-18T17:40:00+09:00,원금·고수익을 보장할 수 있는 투자는 없습니다.,정부의 투자사기 예방 안내,공개 페이지의 표시 문구를 원문 그대로 전사,,safe,0-44,high,원금·고수익 보장을 명시적으로 부정한다.,2026-07-18T17:40:00+09:00,v0.3-final-pre-analyzer-freeze,high,높은 위험,87,높음,risk_finance_000001,risk_finance_000001|risk_v03_finance_return_recovery,수익·원금 표현과 보장·확정 표현이 결합합니다.,수익 가능성과 위험 요인을 함께 안내합니다.,FAIL,FAIL,FAIL,outside_expected_range,PASS,49b9316293815832965d29d9f52f4b52976d2307e7d66e827f62edd450c49659,evaluation-v0.3.0-post-freeze
